crn,course_code,name,days,start_time,end_time,room_num,instructor,semester,mode,status
20084,CENG 2112,Lab For Digital Circuits,H,1900,2150,Delta Building 128,Miguel Angel Pagan,Spring 2023,100% F2F w/supplmtnl web,Opened
20098,CENG 2312,Digital Circuits,MW,1430,1550,DELTA 140,Miguel Angel Pagan,Spring 2023,100% F2F w/supplmtnl web,Opened
20099,CENG 2312,Digital Circuits,TH,1600,1720,Delta Building 136,Miguel Angel Pagan,Spring 2023,100% F2F w/supplmtnl web,Opened
20107,CENG 2371,Microcontroller Programming,MW,1300,1420,DELTA 140,Ishaq H Unwala,Spring 2023,100% F2F w/supplmtnl web,Opened
20085,CENG 3113,Lab For Linear Circuits,M,1900,2150,Delta Building 126,"Unal ""Zak"" Sakoglu",Spring 2023,100% F2F w/supplmtnl web,Opened
20088,CENG 3116,Lab for Electronics,W,1900,2150,Delta Building 126,Xiaokun Yang,Spring 2023,100% F2F w/supplmtnl web,Opened
20090,CENG 3131,Lab For Telecom And Networks,T,1900,2150,Delta Building 126,Jiang Lu,Spring 2023,100% F2F w/supplmtnl web,Closed
20091,CENG 3131,Lab For Telecom And Networks,H,1300,1550,Delta Building 128,Jiang Lu,Spring 2023,100% F2F w/supplmtnl web,Opened
20092,CENG 3151,Lab For Computer Architecture,T,830,1120,Delta Building 126,Hakduran Koc,Spring 2023,100% F2F w/supplmtnl web,Closed
20093,CENG 3151,Lab For Computer Architecture,H,830,1120,Delta Building 126,Hakduran Koc,Spring 2023,100% F2F w/supplmtnl web,Opened
20096,CENG 3264,Engineering Design and Project Management,W,1300,1550,Delta Building 126,Jiang Lu,Spring 2023,100% F2F w/supplmtnl web,Opened
20100,CENG 3313,Linear Circuits,MW,1730,1850,DELTA 140,"Unal ""Zak"" Sakoglu",Spring 2023,100% F2F w/supplmtnl web,Opened
20102,CENG 3316,Electronics,MW,1600,1720,Delta Building 136,Xiaokun Yang,Spring 2023,100% F2F w/supplmtnl web,Opened
20104,CENG 3331,Intro To Telecom And Networks,TH,1600,1720,Delta Building D241,Jiang Lu,Spring 2023,100% F2F w/supplmtnl web,Closed
20105,CENG 3351,Computer Architecture,TH,1300,1420,Delta Building 136,Hakduran Koc,Spring 2023,100% F2F w/supplmtnl web,Opened
20094,CENG 4113,Lab for Microprocsr Intrfacing,W,1900,2150,Delta Building 133,Ishaq H Unwala,Spring 2023,100% F2F w/supplmtnl web,Opened
20108,CENG 4266,Senior Project,W,900,1150,Delta Building 126,Luong An Nguyen,Spring 2023,100% F2F w/supplmtnl web,Opened
20109,CENG 4266,Senior Project,W,900,1150,Delta Building 128,Xiaokun Yang,Spring 2023,100% F2F w/supplmtnl web,Opened
20111,CENG 4313,Microprocessor Interfacing,MW,1730,1850,Delta Building 136,Ishaq H Unwala,Spring 2023,100% F2F w/supplmtnl web,Opened
20112,CENG 4331,Analysis and Design of Linear Systems,MW,1600,1720,DELTA 140,"Unal ""Zak"" Sakoglu",Spring 2023,100% F2F w/supplmtnl web,Opened
20113,CENG 4354,Digital System Design,TH,1430,1550,Delta Building 136,Hakduran Koc,Spring 2023,100% F2F w/supplmtnl web,Closed
20116,CENG 4391,Selected Topics In Comp Enginr,H,1600,1850,DELTA 158B,Liwen Shih,Spring 2023,100% F2F w/supplmtnl web,Closed
26272,CENG 4391,Selected Topics In Comp Enginr,W,1600,1850,DELTA 158B,Thomas L Harman,Spring 2023,100% F2F w/supplmtnl web,Closed
26851,CENG 5133,Computer Architecture Design,M,1300,1550,Delta Building 234,Hakduran Koc,Spring 2023,100% F2F w/supplmtnl web,Closed
20119,CENG 5334,Fault Tolerant Computing,T,1900,2150,Delta Building 136,Ishaq H Unwala,Spring 2023,100% F2F w/supplmtnl web,Opened
26233,CENG 5437,Mobile Robots,W,1600,1850,DELTA 158B,Thomas L Harman,Spring 2023,100% F2F w/supplmtnl web,Closed
20118,CENG 5533,Quantum Computing,H,1600,1850,DELTA 158B,Liwen Shih,Spring 2023,100% F2F w/supplmtnl web,Opened
20120,CENG 5534,Advanced Digital System Design,M,1900,2150,DELTA 140,Xiaokun Yang,Spring 2023,100% F2F w/supplmtnl web,Opened
26781,CENG 5915,Cooperative Education Work Trm,TDB,TDB,TDB,TBA,Hakduran Koc,Spring 2023,Face to Face,Opened
26274,CENG 6332,High Perf Comptr Architecture,T,1300,1550,DELTA 158B,Liwen Shih,Spring 2023,100% F2F w/supplmtnl web,Opened
20122,CENG 6533,Robotics,H,1900,2150,Delta Building 136,Luong An Nguyen,Spring 2023,100% F2F w/supplmtnl web,Opened
26288,CENG 6534,Digital Sys Synthesis & Opti,T,1600,1850,DELTA 140,Hakduran Koc,Spring 2023,100% F2F w/supplmtnl web,Opened
20124,CENG 6838,Research Project and Seminar,W,1300,1550,DELTA 158B,Liwen Shih,Spring 2023,100% F2F w/supplmtnl web,Opened
26727,CENG 6838,Research Project and Seminar,M,1300,1550,Delta Building 237,Jiang Lu,Spring 2023,100% F2F w/supplmtnl web,Opened
19775,CHEM 1111,Laboratory for General Chemistry I,F,900,1150,STEM 3131,Monica Khural,Spring 2023,100% F2F w/supplmtnl web,Opened
19776,CHEM 1111,Laboratory for General Chemistry I,M,1300,1550,STEM 3131,Peter A Abanda,Spring 2023,100% F2F w/supplmtnl web,Opened
19777,CHEM 1111,Laboratory for General Chemistry I,M,1600,1850,STEM 3131,Peter A Abanda,Spring 2023,100% F2F w/supplmtnl web,Opened
19778,CHEM 1111,Laboratory for General Chemistry I,W,1300,1550,STEM 3131,Nawal Sharma,Spring 2023,100% F2F w/supplmtnl web,Opened
19779,CHEM 1111,Laboratory for General Chemistry I,W,1600,1850,STEM 3131,Nawal Sharma,Spring 2023,100% F2F w/supplmtnl web,Opened
19783,CHEM 1112,Laboratory for General Chemistry II,M,1300,1550,STEM 3127,Monica Khural,Spring 2023,100% F2F w/supplmtnl web,Opened
19785,CHEM 1112,Laboratory for General Chemistry II,M,1600,1850,STEM 3127,Yi Su,Spring 2023,100% F2F w/supplmtnl web,Opened
19786,CHEM 1112,Laboratory for General Chemistry II,W,1300,1550,STEM 3127,Nataliya Aleksandrovna Markina,Spring 2023,100% F2F w/supplmtnl web,Opened
25429,CHEM 1112,Laboratory for General Chemistry II,M,900,1150,STEM 3127,Monica Khural,Spring 2023,100% F2F w/supplmtnl web,Opened
25513,CHEM 1112,Laboratory for General Chemistry II,W,900,1150,STEM 2115,Monica Khural,Spring 2023,100% F2F w/supplmtnl web,Opened
19789,CHEM 1311,General Chemistry I,TH,1430,1550,STEM 1203,Jack Y Lu,Spring 2023,100% F2F w/supplmtnl web,Opened
25700,CHEM 1311,General Chemistry I,TH,830,950,STEM 2115,Nawal Sharma,Spring 2023,100% F2F w/supplmtnl web,Opened
19792,CHEM 1312,General Chemistry II,TH,830,950,STEM 1203,Yi Su,Spring 2023,100% F2F w/supplmtnl web,Opened
19794,CHEM 1312,General Chemistry II,TH,1300,1420,STEM 1203,Monica Khural,Spring 2023,100% F2F w/supplmtnl web,Opened
19796,CHEM 2123,Lab for Organic Chemistry I,M,900,1150,STEM 3117,Revathy Kulasekharan,Spring 2023,100% F2F w/supplmtnl web,Closed
19798,CHEM 2123,Lab for Organic Chemistry I,M,1300,1550,STEM 3117,Revathy Kulasekharan,Spring 2023,100% F2F w/supplmtnl web,Opened
19800,CHEM 2125,Lab for Organic Chemistry II,W,900,1150,STEM 3117,Nataliya Aleksandrovna Markina,Spring 2023,100% F2F w/supplmtnl web,Opened
19801,CHEM 2125,Lab for Organic Chemistry II,W,1600,1850,STEM 3117,Nataliya Aleksandrovna Markina,Spring 2023,100% F2F w/supplmtnl web,Opened
19802,CHEM 2125,Lab for Organic Chemistry II,F,900,1150,STEM 3117,Nataliya Aleksandrovna Markina,Spring 2023,100% F2F w/supplmtnl web,Opened
19804,CHEM 2323,Organic Chemistry I,TH,1000,1120,STEM 2105,Nataliya Aleksandrovna Markina,Spring 2023,100% F2F w/supplmtnl web,Opened
19807,CHEM 2325,Organic Chemistry II,TH,1000,1120,STEM 2115,Zerong Wang,Spring 2023,100% F2F w/supplmtnl web,Opened
19808,CHEM 2325,Organic Chemistry II,TH,1730,1850,STEM 2105,Zerong Wang,Spring 2023,100% F2F w/supplmtnl web,Opened
26707,CHEM 2377,Life and the Universe,TDB,TDB,TDB,TBA,Alexandra Jeanette MacDermott,Spring 2023,100% Online,Opened
25280,CHEM 3320,Survey Of Physical Chemistry,T,1900,2150,STEM 2101,Alexandra Jeanette MacDermott,Spring 2023,100% F2F w/supplmtnl web,Opened
25777,CHEM 4115,Chemistry Practicum (ATA),TDB,TDB,TDB,TBA,Nataliya Aleksandrovna Markina,Spring 2023,100% F2F w/supplmtnl web,Opened
25779,CHEM 4115,Chemistry Practicum (ATA),TDB,TDB,TDB,TBA,Monica Khural,Spring 2023,100% F2F w/supplmtnl web,Opened
19811,CHEM 4268,Laboratory for Instrumental Analysis,F,1300,1650,STEM 3119,Charuksha Thameera Walgama,Spring 2023,100% F2F w/supplmtnl web,Opened
19905,CHEM 4311,Chemical Origins,TDB,TDB,TDB,TBA,Alexandra Jeanette MacDermott,Spring 2023,100% Online,Opened
19810,CHEM 4322,Physical Chemistry II,TH,1730,1850,STEM 2101,Alexandra Jeanette MacDermott,Spring 2023,100% F2F w/supplmtnl web,Opened
20570,CHEM 4341,Biochemistry I,TH,1000,1120,Bayou Building 2512,William R Mills,Spring 2023,100% F2F w/supplmtnl web,Opened
19825,CHEM 4342,Biochemistry II,MW,1130,1250,Bayou Building 2512,William R Mills,Spring 2023,100% F2F w/supplmtnl web,Opened
19814,CHEM 4363,Forensic Chemistry,T,1300,1550,STEM 2105,Yi Su,Spring 2023,100% F2F w/supplmtnl web,Opened
19812,CHEM 4367,Instrumental Analysis,TH,1600,1720,STEM 2105,Charuksha Thameera Walgama,Spring 2023,100% F2F w/supplmtnl web,Opened
19818,CHEM 4371,Advanced Spectroscopic Analysis,W,1300,1550,STEM 3133,Jack Y Lu,Spring 2023,100% F2F w/supplmtnl web,Opened
26084,CHEM 4372,Undergraduate Research I and Seminar,W,1600,1850,STEM 3133,Charuksha Thameera Walgama,Spring 2023,100% F2F w/supplmtnl web,Opened
19823,CHEM 4379,Undergraduate Research II,W,1600,1850,STEM 3133,Charuksha Thameera Walgama,Spring 2023,100% F2F w/supplmtnl web,Opened
25191,CHEM 4391,Selected Topics In Chemistry,TDB,TDB,TDB,TBA,Zerong Wang,Spring 2023,100% Online,Opened
19817,CHEM 5132,Principles of Chemical Engineering,TDB,TDB,TDB,TBA,Zerong Wang,Spring 2023,100% Online,Opened
19820,CHEM 5235,Kinetics and Thermodynamics,W,1900,2150,STEM 2105,Yi Su,Spring 2023,100% F2F w/supplmtnl web,Opened
19822,CHEM 5335,Advanced Inorganic Chemistry,H,1900,2150,STEM 2115,Jack Y Lu,Spring 2023,100% F2F w/supplmtnl web,Opened
19821,CHEM 5337,Physical Organic Chemistry,M,1600,1850,STEM 2115,Zerong Wang,Spring 2023,100% F2F w/supplmtnl web,Opened
26085,CHEM 6837,Research Project I and Seminar,W,1600,1850,STEM 3133,Charuksha Thameera Walgama,Spring 2023,100% F2F w/supplmtnl web,Opened
19824,CHEM 6838,Research Project II and Seminar,W,1600,1850,STEM 3133,Charuksha Thameera Walgama,Spring 2023,100% F2F w/supplmtnl web,Opened
20457,CINF 1370,Introduction to Computer Information Systems,TH,1130,1250,Delta Building 202,Ross B. Niswanger,Spring 2023,100% F2F w/supplmtnl web,Opened
20481,CINF 3321,Information Systems Theory and Practice,W,1300,1550,Delta Building 202,Ross B. Niswanger,Spring 2023,100% F2F w/supplmtnl web,Opened
20492,CINF 3331,Business Data Communications,MW,1300,1420,Delta� Building 119A,Xinying Liu,Spring 2023,100% F2F w/supplmtnl web,Opened
20493,CINF 4321,Enterprise Resource Planning Systems,T,1300,1550,Delta Building 204,Xinying Liu,Spring 2023,100% F2F w/supplmtnl web,Opened
20501,CINF 4324,Modern System Analysis and Design,M,1600,1850,Delta Building 204,Xinying Liu,Spring 2023,100% F2F w/supplmtnl web,Opened
23470,CINF 4364,Computer Systems Administration,M,1600,1850,DELTA 158B,Krishani D Abeysekera,Spring 2023,100% F2F w/supplmtnl web,Closed
20842,CINF 4388,Senior Project in Computer Information Systems,W,1600,1850,Delta Building D241,Alfredo J Perez-Davila,Spring 2023,100% F2F w/supplmtnl web,Opened
20844,CINF 4388,Senior Project in Computer Information Systems,W,1900,2150,Delta Building D241,Alfredo J Perez-Davila,Spring 2023,100% F2F w/supplmtnl web,Closed
20525,CINF 4391,Advanced Topics in Computer Information Systems,H,1900,2150,Delta Building 204,Wei Wei,Spring 2023,100% F2F w/supplmtnl web,Opened
20510,CINF 5234,Advanced Modern Systems Analysis and Design,H,1600,1850,DELTA 140,Ross B. Niswanger,Spring 2023,100% F2F w/supplmtnl web,Opened
20529,CINF 5432,Data Warehousing and Business Intelligence,H,1300,1550,Delta Building 237,Wei Wei,Spring 2023,100% F2F w/supplmtnl web,Opened
20128,COMM 1307,Introduction to Mass Communication,TH,1130,1250,Bayou Building 1133,Andrea Michea Baldwin,Spring 2023,100% F2F w/supplmtnl web,Closed
20133,COMM 1315,Public Speaking,MWF,1000,1050,Bayou Building 2236,Brent C Kice,Spring 2023,100% F2F w/supplmtnl web,Opened
20134,COMM 1315,Public Speaking,TH,830,950,Bayou Building 1135,Andrea Michea Baldwin,Spring 2023,100% F2F w/supplmtnl web,Opened
20135,COMM 1315,Public Speaking,TH,1000,1120,Bayou Building 1135,Andrea Michea Baldwin,Spring 2023,100% F2F w/supplmtnl web,Closed
20136,COMM 1315,Public Speaking,TH,1130,1250,Bayou Building 1135,Donna Bright Noll,Spring 2023,100% F2F w/supplmtnl web,Closed
20137,COMM 1315,Public Speaking,TH,1300,1420,Bayou Building 1439,Donna Bright Noll,Spring 2023,100% F2F w/supplmtnl web,Closed
20138,COMM 1315,Public Speaking,M,1900,2150,Bayou Building 1135,Justin W Murphy,Spring 2023,100% F2F w/supplmtnl web,Opened
20139,COMM 3320,Principles of Public Relations,H,830,1120,Bayou Building 2524,Anna Klyueva,Spring 2023,100% F2F w/supplmtnl web,Opened
20140,COMM 3321,Media Writing,W,900,1150,Bayou Building 1335,Debra Ellen Clark,Spring 2023,100% F2F w/supplmtnl web,Closed
20141,COMM 3322,Social Media Analytics,T,1300,1550,SSCB� 220113,Brandon Christopher Harris,Spring 2023,100% F2F w/supplmtnl web,Closed
20142,COMM 3341,Storytelling and Oral Communication,M,1600,1850,Student Services Bld 3303,Andrea Michea Baldwin,Spring 2023,100% F2F w/supplmtnl web,Opened
20146,COMM 3350,Visual Communication,W,1300,1550,SSCB� 220113,Leo Chan,Spring 2023,> or equal to 50% Online,Opened
20148,COMM 3351,Mass Media and Society,W,1600,1850,Bayou Building 1133,Brandon Christopher Harris,Spring 2023,< 50% online,Opened
20149,COMM 3352,Media Law,M,1300,1550,Bayou Building 1333,Brent C Kice,Spring 2023,100% F2F w/supplmtnl web,Opened
20860,COMM 3353,Persuasive Communication: Case Studies & Strategy,TDB,TDB,TDB,TBA,Debra Ellen Clark,Spring 2023,100% Online,Opened
20157,COMM 4061,Communication Portfolio,TDB,TDB,TDB,TBA,Leo Chan,Spring 2023,100% Online,Closed
20858,COMM 4301,Global Issues in Film,TDB,TDB,TDB,TBA,Debra Ellen Clark,Spring 2023,100% Online,Closed
20159,COMM 4323,Public Relations Campaigns,T,1600,1850,Student Services Bld 220114,Anna Klyueva,Spring 2023,< 50% online,Opened
20161,COMM 4324,Strategic Social Media,H,1600,1850,SSCB� 220113,Brandon Christopher Harris,Spring 2023,< 50% online,Opened
20162,COMM 4351,3D Animation,W,1900,2150,Student Services Bld 220101,Anne M Henry,Spring 2023,> or equal to 50% Online,Opened
20168,COMM 4354,Video Production 1,T,1900,2150,SSCB� 220113,Michael C Brims,Spring 2023,> or equal to 50% Online,Opened
20171,COMM 4358,Publication Design,W,1600,1850,Student Services Bld 220101,Brenda F Faxel,Spring 2023,< 50% online,Opened
20172,COMM 4358,Publication Design,TDB,TDB,TDB,TBA,Kara Brittain,Spring 2023,100% Online,Closed
20173,COMM 4359,Studio-Based Video Production,H,1900,2150,SSCB� 220113,Michael C Brims,Spring 2023,> or equal to 50% Online,Opened
20174,COMM 4379,Communication Internship,F,1300,1550,Bayou Building 1211,Leo Chan,Spring 2023,100% F2F w/supplmtnl web,Opened
23492,COMM 4391,Selected Topics in Communication,M,1900,2150,SSCB� 220113,Michael C Brims,Spring 2023,> or equal to 50% Online,Closed
19483,COUN 4305,Addictions and Diversity,T,1300,1550,Bayou Building 1311,Ashley Louise Kula,Spring 2023,< 50% online,Opened
25538,COUN 6533,Crisis Intervention,W,1600,1850,Pearland 111,Diane Renee Smedley,Spring 2023,Face to Face,Opened
20307,CRCL 5035,Health and Human Rights,M,1900,2150,Bayou Building 1133,Christine M Kovic,Spring 2023,< 50% online,Opened
20381,CRCL 5037,Theories and Practice of Mediation,T,1600,1850,Bayou Building 1215,John Mike McMullen,Spring 2023,< 50% online,Opened
20313,CRCL 5132,Women of Color,TDB,TDB,TDB,TBA,Maria F Curtis,Spring 2023,100% Online,Closed
20407,CRCL 5631,Qualitative Research Methods,H,1600,1850,Bayou Building 1124,Jennifer Arney Cuevas,Spring 2023,> or equal to 50% Online,Opened
20317,CRCL 5931,Research Topics in Cross-Cultural Studies,H,1300,1550,Student Services Bld 2310,Maria F Curtis,Spring 2023,< 50% online,Opened
20318,CRCL 5931,Research Topics in Cross-Cultural Studies,W,900,1150,Bayou Building 2230,Dawit Okubatsion Woldu,Spring 2023,< 50% online,Opened
20319,CRIM 1301,Introduction to Criminal Justice,TDB,TDB,TDB,TBA,Hae Rim Jin,Spring 2023,100% Online,Opened
20320,CRIM 3312,Criminology,TDB,TDB,TDB,TBA,Hae Rim Jin,Spring 2023,100% Online,Closed
20904,CRIM 3312,Criminology,TDB,TDB,TDB,TBA,Hae Rim Jin,Spring 2023,100% Online,Opened
20322,CRIM 3330,Ethics in Criminal Justice,W,900,1150,Bayou Building 1213,Veronica Segovia,Spring 2023,> or equal to 50% Online,Opened
20323,CRIM 3333,Victimology,TH,1000,1120,Bayou Building 1213,Hae Rim Jin,Spring 2023,> or equal to 50% Online,Opened
20324,CRIM 4313,Juvenile Delinquency,W,1900,2150,Bayou Building 1211,Everette Penn,Spring 2023,< 50% online,Opened
20908,CRIM 4331,Prison and Society,TDB,TDB,TDB,TBA,Henda Yao Hsu,Spring 2023,100% Online,Opened
20325,CRIM 4333,Probation and Parole,TDB,TDB,TDB,TBA,Nancy Belden,Spring 2023,100% Online,Closed
20327,CRIM 4334,Criminal Law,TDB,TDB,TDB,TBA,Nancy Belden,Spring 2023,100% Online,Opened
20330,CRIM 4335,Race and Justice,TDB,TDB,TDB,TBA,Everette Penn,Spring 2023,100% Online,Opened
20333,CRIM 4384,Statistics,H,1600,1850,Bayou Building 1217,Kimberly Dawn Dodson,Spring 2023,< 50% online,Opened
20334,CRIM 4384,Statistics,TDB,TDB,TDB,TBA,Kimberly Dawn Dodson,Spring 2023,100% Online,Opened
20336,CRIM 4390,Contemporary Issues in Criminology,TDB,TDB,TDB,TBA,Everette Penn,Spring 2023,100% Online,Opened
20340,CRIM 5037,Criminological Research and Statistics II,H,1900,2150,Bayou Building 1217,Kimberly Dawn Dodson,Spring 2023,< 50% online,Opened
20341,CRIM 5133,Advanced Juvenile Delinquency,TDB,TDB,TDB,TBA,Henda Yao Hsu,Spring 2023,100% Online,Closed
20342,CRIM 5931,Research Topics in Criminology,TDB,TDB,TDB,TBA,Henda Yao Hsu,Spring 2023,100% Online,Opened
20788,CSCI 1320,C Programming,TH,1000,1120,Delta Building 202,Sayed Banawan,Spring 2023,100% F2F w/supplmtnl web,Opened
19531,CSCI 1470,Computer Science I,TH,1000,1150,Delta Building 204,Sadegh Davari,Spring 2023,100% F2F w/supplmtnl web,Closed
20810,CSCI 1470,Computer Science I,TH,1600,1750,Delta Building 203,"Charles E Phillips,",Spring 2023,< 50% online,Opened
20811,CSCI 1471,Computer Science II,MW,1300,1450,Delta Building 204,Hisham Al-Mubaid,Spring 2023,100% F2F w/supplmtnl web,Opened
20812,CSCI 1471,Computer Science II,TH,1000,1150,Delta Building 203,"Charles E Phillips,",Spring 2023,100% F2F w/supplmtnl web,Opened
20815,CSCI 2305,Data Structures for Science & Engineering,TH,1300,1420,Delta Building 242,Sayed Banawan,Spring 2023,100% F2F w/supplmtnl web,Opened
20768,CSCI 2315,Data Structures,TH,1000,1120,Delta Building D241,Ahmed Ahed Abukmail,Spring 2023,100% F2F w/supplmtnl web,Opened
20772,CSCI 2315,Data Structures,TH,1300,1420,Delta Building 203,"Charles E Phillips,",Spring 2023,100% F2F w/supplmtnl web,Closed
20816,CSCI 2331,Computer Organization and Assembly Language,MW,1300,1420,Delta Building 136,Sayed Banawan,Spring 2023,100% F2F w/supplmtnl web,Opened
20819,CSCI 3352,Adv Data Structr & Algorithms,MW,930,1050,Delta Building 242,Said Bettayeb,Spring 2023,100% F2F w/supplmtnl web,Closed
20888,CSCI 4312,Network Protocols,W,900,1150,Delta Building D214,Kewei Sha,Spring 2023,100% F2F w/supplmtnl web,Opened
20887,CSCI 4316,Advanced Enterprise Java & Framework,TH,1600,1720,Delta Building 242,Khondker Shajadul Hasan,Spring 2023,100% F2F w/supplmtnl web,Opened
20817,CSCI 4320,Web Application Development,W,1600,1850,Delta Building 204,Pradeep Buddharaju,Spring 2023,100% F2F w/supplmtnl web,Closed
20818,CSCI 4320,Web Application Development,H,1600,1850,Delta� Building 119A,Pradeep Buddharaju,Spring 2023,100% F2F w/supplmtnl web,Closed
20821,CSCI 4333,Design Of Database Systems,MW,1300,1420,Delta Building D241,Kwok-Bun Yue,Spring 2023,100% F2F w/supplmtnl web,Closed
20822,CSCI 4333,Design Of Database Systems,MW,1600,1720,Delta Building 242,Kwok-Bun Yue,Spring 2023,100% F2F w/supplmtnl web,Closed
20781,CSCI 4336,Introduction to Machine Learning,TH,1130,1250,Delta Building D241,Ahmed Ahed Abukmail,Spring 2023,100% F2F w/supplmtnl web,Closed
20886,CSCI 4350,Comptr Grphics & Intrfce Desgn,F,1300,1550,Delta Building 136,Terry Feagin,Spring 2023,100% F2F w/supplmtnl web,Closed
20829,CSCI 4354,Operating Systems,TH,1430,1550,Delta Building D241,Alfredo J Perez-Davila,Spring 2023,100% F2F w/supplmtnl web,Closed
20785,CSCI 4355,Programming Language Concepts,TH,1300,1420,Delta Building D241,Ahmed Ahed Abukmail,Spring 2023,100% F2F w/supplmtnl web,Closed
20761,CSCI 4364,Computer Systems Administration,M,1600,1850,DELTA 158B,Krishani D Abeysekera,Spring 2023,100% F2F w/supplmtnl web,Closed
